sessionIx,blockIx,trialIx,trialOns,fixIx,fixOns,fixDur,cueIx,cueOns,cueDur,s1Ix,s1Ons,s1Dur,s2Ix,soaIx,s2Ons,s2Dur,ITIDur
1,3,330,696,0,0,0.2,,,,1,0.2,1.2,0,2,0.466,0.6,0.6
1,3,331,698,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,3,332,700,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,333,702,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,334,704,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,3,335,706,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,3,336,708,0,0,0.2,,,,1,0.2,1.2,3,2,0.466,0.6,0.6
1,3,337,710,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,338,712,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,339,714,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,3,340,716,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,341,718,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,342,720,0,0,0.2,,,,1,0.2,1.2,3,2,0.466,0.6,0.6
1,3,343,722,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,344,724,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,345,726,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,346,728,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,347,730,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,3,348,732,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,349,734,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,350,736,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,351,738,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,352,740,0,0,0.2,,,,0,0.2,1.2,3,4,0.666,0.6,0.6
1,3,353,742,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,354,744,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,355,746,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,356,748,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,3,357,750,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,358,752,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,3,359,754,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,360,756,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,3,361,758,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,362,760,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,363,762,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,364,764,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,365,766,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,3,366,768,0,0,0.2,,,,1,0.2,1.2,0,2,0.466,0.6,0.6
1,3,367,770,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,368,772,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,369,774,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,3,370,776,0,0,0.2,,,,1,0.2,1.2,3,1,0.366,0.6,0.6
1,3,371,778,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,372,780,0,0,0.2,,,,0,0.2,1.2,2,3,0.566,0.6,0.6
1,3,373,782,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,3,374,784,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,375,786,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,3,376,788,0,0,0.2,,,,1,0.2,1.2,1,1,0.366,0.6,0.6
1,3,377,790,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,378,792,0,0,0.2,,,,1,0.2,1.2,2,4,0.666,0.6,0.6
1,3,379,794,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,380,796,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,381,798,0,0,0.2,,,,1,0.2,1.2,3,0,0.266,0.6,0.6
1,3,382,800,0,0,0.2,,,,0,0.2,1.2,0,4,0.666,0.6,0.6
1,3,383,802,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,384,804,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,385,806,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,386,808,0,0,0.2,,,,1,0.2,1.2,0,3,0.566,0.6,0.6
1,3,387,810,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,3,388,812,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,389,814,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,390,816,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,391,818,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,3,392,820,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,393,822,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,3,394,824,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,395,826,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,396,828,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,3,397,830,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,398,832,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,3,399,834,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,400,848,0,0,0.2,,,,0,0.2,1.2,3,4,0.666,0.6,0.6
1,4,401,850,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,402,852,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,403,854,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,404,856,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,4,405,858,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,406,860,0,0,0.2,,,,0,0.2,1.2,0,4,0.666,0.6,0.6
1,4,407,862,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,408,864,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,4,409,866,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,410,868,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,411,870,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,412,872,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,413,874,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,414,876,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,415,878,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,4,416,880,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,4,417,882,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,418,884,0,0,0.2,,,,0,0.2,1.2,2,1,0.366,0.6,0.6
1,4,419,886,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,4,420,888,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,421,890,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,422,892,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,423,894,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,4,424,896,0,0,0.2,,,,0,0.2,1.2,0,0,0.266,0.6,0.6
1,4,425,898,0,0,0.2,,,,0,0.2,1.2,1,0,0.266,0.6,0.6
1,4,426,900,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,4,427,902,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,4,428,904,0,0,0.2,,,,1,0.2,1.2,3,0,0.266,0.6,0.6
1,4,429,906,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,430,908,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,4,431,910,0,0,0.2,,,,1,0.2,1.2,0,3,0.566,0.6,0.6
1,4,432,912,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,433,914,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,434,916,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,435,918,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,436,920,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,4,437,922,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,4,438,924,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,4,439,926,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,440,928,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,441,930,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,442,932,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,443,934,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,444,936,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,4,445,938,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,4,446,940,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,4,447,942,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,448,944,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,449,946,0,0,0.2,,,,0,0.2,1.2,1,0,0.266,0.6,0.6
1,4,450,948,0,0,0.2,,,,1,0.2,1.2,0,0,0.266,0.6,0.6
1,4,451,950,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,452,952,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,4,453,954,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,4,454,956,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,4,455,958,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,456,960,0,0,0.2,,,,0,0.2,1.2,0,3,0.566,0.6,0.6
1,4,457,962,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,458,964,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,459,966,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,460,968,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,461,970,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,462,972,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,4,463,974,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,464,976,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,465,978,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,4,466,980,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,467,982,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,468,984,0,0,0.2,,,,1,0.2,1.2,1,4,0.666,0.6,0.6
1,4,469,986,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,470,988,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,471,990,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,4,472,992,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,473,994,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,474,996,0,0,0.2,,,,0,0.2,1.2,3,0,0.266,0.6,0.6
1,4,475,998,0,0,0.2,,,,1,0.2,1.2,3,3,0.566,0.6,0.6
1,4,476,1000,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,477,1002,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,478,1004,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,479,1006,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,480,1008,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,481,1010,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,4,482,1012,0,0,0.2,,,,0,0.2,1.2,0,3,0.566,0.6,0.6
1,4,483,1014,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,484,1016,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,485,1018,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,486,1020,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,487,1022,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,488,1024,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,4,489,1026,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,490,1028,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,4,491,1030,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,4,492,1032,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,493,1034,0,0,0.2,,,,1,0.2,1.2,2,4,0.666,0.6,0.6
1,4,494,1036,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,495,1038,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,4,496,1040,0,0,0.2,,,,0,0.2,1.2,1,2,0.466,0.6,0.6
1,4,497,1042,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,4,498,1044,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,4,499,1046,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,500,1060,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,5,501,1062,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,502,1064,0,0,0.2,,,,0,0.2,1.2,0,4,0.666,0.6,0.6
1,5,503,1066,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,504,1068,0,0,0.2,,,,0,0.2,1.2,2,3,0.566,0.6,0.6
1,5,505,1070,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,5,506,1072,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,507,1074,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,5,508,1076,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,509,1078,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,510,1080,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,5,511,1082,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,512,1084,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,513,1086,0,0,0.2,,,,1,0.2,1.2,0,2,0.466,0.6,0.6
1,5,514,1088,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,515,1090,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,516,1092,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,517,1094,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,518,1096,0,0,0.2,,,,1,0.2,1.2,1,4,0.666,0.6,0.6
1,5,519,1098,0,0,0.2,,,,1,0.2,1.2,3,2,0.466,0.6,0.6
1,5,520,1100,0,0,0.2,,,,1,0.2,1.2,3,3,0.566,0.6,0.6
1,5,521,1102,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,522,1104,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,523,1106,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,524,1108,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,525,1110,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,526,1112,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,527,1114,0,0,0.2,,,,0,0.2,1.2,3,1,0.366,0.6,0.6
1,5,528,1116,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,5,529,1118,0,0,0.2,,,,0,0.2,1.2,3,4,0.666,0.6,0.6
1,5,530,1120,0,0,0.2,,,,0,0.2,1.2,2,2,0.466,0.6,0.6
1,5,531,1122,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,532,1124,0,0,0.2,,,,1,0.2,1.2,0,3,0.566,0.6,0.6
1,5,533,1126,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,534,1128,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,535,1130,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,536,1132,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,537,1134,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,5,538,1136,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,539,1138,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,540,1140,0,0,0.2,,,,1,0.2,1.2,3,0,0.266,0.6,0.6
1,5,541,1142,0,0,0.2,,,,1,0.2,1.2,1,2,0.466,0.6,0.6
1,5,542,1144,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,543,1146,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,544,1148,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,545,1150,0,0,0.2,,,,1,0.2,1.2,2,3,0.566,0.6,0.6
1,5,546,1152,0,0,0.2,,,,0,0.2,1.2,2,1,0.366,0.6,0.6
1,5,547,1154,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,5,548,1156,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,549,1158,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,5,550,1160,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,551,1162,0,0,0.2,,,,1,0.2,1.2,0,0,0.266,0.6,0.6
1,5,552,1164,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,553,1166,0,0,0.2,,,,0,0.2,1.2,3,0,0.266,0.6,0.6
1,5,554,1168,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,555,1170,0,0,0.2,,,,1,0.2,1.2,1,4,0.666,0.6,0.6
1,5,556,1172,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,5,557,1174,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,558,1176,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,559,1178,0,0,0.2,,,,1,0.2,1.2,1,3,0.566,0.6,0.6
1,5,560,1180,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,561,1182,0,0,0.2,,,,1,0.2,1.2,1,1,0.366,0.6,0.6
1,5,562,1184,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,563,1186,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,564,1188,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,565,1190,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,566,1192,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,567,1194,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,568,1196,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,569,1198,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,570,1200,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,571,1202,0,0,0.2,,,,0,0.2,1.2,2,1,0.366,0.6,0.6
1,5,572,1204,0,0,0.2,,,,0,0.2,1.2,2,2,0.466,0.6,0.6
1,5,573,1206,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,574,1208,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,575,1210,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,576,1212,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,5,577,1214,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,578,1216,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,5,579,1218,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,580,1220,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,581,1222,0,0,0.2,,,,0,0.2,1.2,0,2,0.466,0.6,0.6
1,5,582,1224,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,583,1226,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,584,1228,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,585,1230,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,586,1232,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,587,1234,0,0,0.2,,,,1,0.2,1.2,1,0,0.266,0.6,0.6
1,5,588,1236,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,589,1238,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,590,1240,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,591,1242,0,0,0.2,,,,0,0.2,1.2,0,2,0.466,0.6,0.6
1,5,592,1244,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,593,1246,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,594,1248,0,0,0.2,,,,0,0.2,1.2,1,4,0.666,0.6,0.6
1,5,595,1250,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,5,596,1252,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,5,597,1254,0,0,0.2,,,,0,0.2,1.2,0,0,0.266,0.6,0.6
1,5,598,1256,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,5,599,1258,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,600,1272,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,601,1274,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,6,602,1276,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,603,1278,0,0,0.2,,,,1,0.2,1.2,1,1,0.366,0.6,0.6
1,6,604,1280,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,605,1282,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,6,606,1284,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,607,1286,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,608,1288,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,6,609,1290,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,6,610,1292,0,0,0.2,,,,1,0.2,1.2,3,1,0.366,0.6,0.6
1,6,611,1294,0,0,0.2,,,,1,0.2,1.2,0,1,0.366,0.6,0.6
1,6,612,1296,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,613,1298,0,0,0.2,,,,0,0.2,1.2,3,3,0.566,0.6,0.6
1,6,614,1300,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,615,1302,0,0,0.2,,,,0,0.2,1.2,2,4,0.666,0.6,0.6
1,6,616,1304,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,617,1306,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,618,1308,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,619,1310,0,0,0.2,,,,0,0.2,1.2,1,1,0.366,0.6,0.6
1,6,620,1312,0,0,0.2,,,,0,0.2,1.2,3,4,0.666,0.6,0.6
1,6,621,1314,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,622,1316,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,623,1318,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,6,624,1320,0,0,0.2,,,,0,0.2,1.2,2,1,0.366,0.6,0.6
1,6,625,1322,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,626,1324,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,627,1326,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,628,1328,0,0,0.2,,,,0,0.2,1.2,3,4,0.666,0.6,0.6
1,6,629,1330,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,630,1332,0,0,0.2,,,,0,0.2,1.2,1,0,0.266,0.6,0.6
1,6,631,1334,0,0,0.2,,,,0,0.2,1.2,3,0,0.266,0.6,0.6
1,6,632,1336,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,633,1338,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,634,1340,0,0,0.2,,,,1,0.2,1.2,2,2,0.466,0.6,0.6
1,6,635,1342,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,6,636,1344,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,637,1346,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,638,1348,0,0,0.2,,,,1,0.2,1.2,1,2,0.466,0.6,0.6
1,6,639,1350,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,640,1352,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,641,1354,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,6,642,1356,0,0,0.2,,,,0,0.2,1.2,3,2,0.466,0.6,0.6
1,6,643,1358,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,644,1360,0,0,0.2,,,,1,0.2,1.2,2,0,0.266,0.6,0.6
1,6,645,1362,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,6,646,1364,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,6,647,1366,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,648,1368,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,649,1370,0,0,0.2,,,,0,0.2,1.2,0,2,0.466,0.6,0.6
1,6,650,1372,0,0,0.2,,,,1,0.2,1.2,3,2,0.466,0.6,0.6
1,6,651,1374,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,652,1376,0,0,0.2,,,,0,0.2,1.2,2,0,0.266,0.6,0.6
1,6,653,1378,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,654,1380,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,655,1382,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,656,1384,0,0,0.2,,,,1,0.2,1.2,3,4,0.666,0.6,0.6
1,6,657,1386,0,0,0.2,,,,1,0.2,1.2,2,1,0.366,0.6,0.6
1,6,658,1388,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,659,1390,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,660,1392,0,0,0.2,,,,1,0.2,1.2,0,4,0.666,0.6,0.6
1,6,661,1394,0,0,0.2,,,,0,0.2,1.2,0,1,0.366,0.6,0.6
1,6,662,1396,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,663,1398,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,664,1400,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
1,6,665,1402,0,0,0.2,,,,0,0.2,1.2,0,0,0.266,0.6,0.6
1,6,666,1404,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,667,1406,0,0,0.2,,,,1,0.2,1.2,,,,,0.6
1,6,668,1408,0,0,0.2,,,,0,0.2,1.2,1,3,0.566,0.6,0.6
1,6,669,1410,0,0,0.2,,,,0,0.2,1.2,,,,,0.6
