sessionIx,blockIx,trialIx,fixIx,fixOns,fixDur,cueIx,cueOns,cueDur,s1Ix,s1Ons,s1Dur,s2Ix,soaIx,s2Ons,s2Dur,ITIDur
1,14,1459,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1460,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1461,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1462,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1463,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
1,14,1464,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1465,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1466,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1467,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1468,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1469,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,14,1470,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,14,1471,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,14,1472,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
1,14,1473,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
1,14,1474,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,14,1475,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1476,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1477,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1478,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1479,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1480,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1481,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1482,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
1,14,1483,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1484,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1485,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1486,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
1,14,1487,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,14,1488,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,14,1489,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1490,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
1,14,1491,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1492,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
1,14,1493,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
1,14,1494,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1495,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
1,14,1496,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,14,1497,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
1,14,1498,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
1,14,1499,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1500,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1501,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1502,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,15,1503,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,15,1504,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1505,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1506,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1507,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1508,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,15,1509,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,15,1510,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1511,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1512,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,15,1513,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1514,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1515,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,15,1516,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1517,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,15,1518,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1519,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1520,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1521,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,15,1522,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1523,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1524,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,15,1525,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,15,1526,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1527,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,15,1528,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,15,1529,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1530,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,15,1531,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1532,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1533,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1534,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1535,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1536,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1537,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,15,1538,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,15,1539,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1540,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1541,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1542,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1543,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1544,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,15,1545,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1546,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1547,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1548,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,15,1549,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1550,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1551,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1552,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1553,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1554,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1555,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,15,1556,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,15,1557,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,15,1558,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1559,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1560,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1561,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,15,1562,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,15,1563,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1564,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,15,1565,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,15,1566,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1567,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1568,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,15,1569,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1570,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1571,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1572,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1573,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,15,1574,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,15,1575,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,15,1576,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1577,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,15,1578,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1579,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1580,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,15,1581,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,15,1582,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1583,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1584,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,15,1585,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,15,1586,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,15,1587,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1588,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,15,1589,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,15,1590,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,15,1591,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,15,1592,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1593,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1594,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,15,1595,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,15,1596,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1597,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,15,1598,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,15,1599,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1600,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1601,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1602,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,16,1603,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
1,16,1604,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
1,16,1605,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1606,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1607,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1608,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,16,1609,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1610,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1611,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1612,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1613,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1614,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1615,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1616,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,16,1617,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
1,16,1618,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1619,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1620,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
1,16,1621,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1622,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1623,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1624,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1625,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1626,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1627,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1628,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
1,16,1629,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1630,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
1,16,1631,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
1,16,1632,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1633,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
1,16,1634,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
1,16,1635,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
1,16,1636,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1637,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1638,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1639,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
1,16,1640,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1641,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
1,16,1642,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
1,16,1643,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1644,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1645,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1646,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1647,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,16,1648,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1649,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
1,16,1650,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1651,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
1,16,1652,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
1,16,1653,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,16,1654,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1655,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1656,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
1,16,1657,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
1,16,1658,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1659,0,0,0.25,,,,0,0.25,1.25,2,4,0.666,0.75,0.75
1,16,1660,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1661,0,0,0.25,,,,0,0.25,1.25,2,2,0.466,0.75,0.75
1,16,1662,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1663,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,16,1664,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1665,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1666,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1667,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1668,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1669,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
1,16,1670,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1671,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1672,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1673,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1674,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
1,16,1675,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1676,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,16,1677,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1678,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
1,16,1679,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1680,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
1,16,1681,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
1,16,1682,0,0,0.25,,,,1,0.25,1.25,3,0,0.266,0.75,0.75
1,16,1683,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1684,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1685,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
1,16,1686,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1687,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,16,1688,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
1,16,1689,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1690,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1691,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
1,16,1692,0,0,0.25,,,,1,0.25,1.25,3,3,0.566,0.75,0.75
1,16,1693,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1694,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,16,1695,0,0,0.25,,,,0,0.25,1.25,2,3,0.566,0.75,0.75
1,16,1696,0,0,0.25,,,,0,0.25,1.25,2,1,0.366,0.75,0.75
1,16,1697,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1698,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,16,1699,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1700,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1701,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1702,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1703,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1704,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,17,1705,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1706,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1707,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,17,1708,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,17,1709,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1710,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1711,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1712,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1713,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1714,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1715,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1716,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1717,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1718,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,17,1719,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1720,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1721,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1722,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,17,1723,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,17,1724,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,17,1725,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1726,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,17,1727,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1728,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,17,1729,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1730,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,17,1731,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1732,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,17,1733,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1734,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,17,1735,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,17,1736,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1737,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1738,0,0,0.25,,,,1,0.25,1.25,1,2,0.466,0.75,0.75
1,17,1739,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1740,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1741,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,17,1742,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,17,1743,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1744,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1745,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,17,1746,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1747,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1748,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,17,1749,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1750,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1751,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,17,1752,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,17,1753,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,17,1754,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1755,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1756,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,17,1757,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1758,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1759,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1760,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1761,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,17,1762,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1763,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1764,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1765,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1766,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1767,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,17,1768,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,17,1769,0,0,0.25,,,,1,0.25,1.25,1,0,0.266,0.75,0.75
1,17,1770,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,17,1771,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1772,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1773,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,17,1774,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1775,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,17,1776,0,0,0.25,,,,1,0.25,1.25,1,4,0.666,0.75,0.75
1,17,1777,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1778,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1779,0,0,0.25,,,,0,0.25,1.25,0,4,0.666,0.75,0.75
1,17,1780,0,0,0.25,,,,0,0.25,1.25,0,1,0.366,0.75,0.75
1,17,1781,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1782,0,0,0.25,,,,1,0.25,1.25,1,1,0.366,0.75,0.75
1,17,1783,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,17,1784,0,0,0.25,,,,0,0.25,1.25,0,0,0.266,0.75,0.75
1,17,1785,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1786,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,17,1787,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1788,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1789,0,0,0.25,,,,0,0.25,1.25,0,2,0.466,0.75,0.75
1,17,1790,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1791,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,17,1792,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1793,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1794,0,0,0.25,,,,1,0.25,1.25,1,3,0.566,0.75,0.75
1,17,1795,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,17,1796,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1797,0,0,0.25,,,,0,0.25,1.25,0,3,0.566,0.75,0.75
1,17,1798,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,17,1799,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,18,1800,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,18,1801,0,0,0.25,,,,1,0.25,1.25,3,2,0.466,0.75,0.75
1,18,1802,0,0,0.25,,,,0,0.25,1.25,2,0,0.266,0.75,0.75
1,18,1803,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,18,1804,0,0,0.25,,,,1,0.25,1.25,3,4,0.666,0.75,0.75
1,18,1805,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,18,1806,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,18,1807,0,0,0.25,,,,0,0.25,1.25,,,,,0.75
1,18,1808,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,18,1809,0,0,0.25,,,,1,0.25,1.25,3,1,0.366,0.75,0.75
1,18,1810,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,18,1811,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,18,1812,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
1,18,1813,0,0,0.25,,,,1,0.25,1.25,,,,,0.75
